"나이","성별","키_cm","몸무게_kg","체지방율","윗몸일으키기","등급"
3,0,171.6,56.6,10.9,33,1
2,0,172,82.2,25.9,52,1
1,1,150.7,52.6,37.1,2,1
1,0,163.6,63.3,22.3,44,1
2,1,163.2,64.8,28.7,29,1
1,0,170,72.5,27.3,53,1
1,0,170.2,73.5,27.3,29,1
2,0,179,96.1,30.8,41,1
1,0,173,64.2,17.8,49,1
3,1,155.3,53.4,35,6,1
2,0,174.7,67.4,21.2,30,1
3,0,169.3,64.9,29.1,25,1
2,0,174.1,82,28.1,33,1
3,0,165.7,73.6,27.7,38,1
1,1,160.8,54.58,28,30,1
3,0,168.6,66,24,17,1
2,1,151.5,49.6,32.4,36,1
3,1,152.1,53.9,37,9,1
3,1,156.9,58.68,37.3,26,1
1,0,180.6,61.9,9.8,35,1
2,0,172.5,79.8,29.1,31,1
1,1,151.8,58.8,46.9,16,1
1,1,166.4,62.7,36.3,30,1
3,0,173.4,94.1,31.4,40,1
1,1,160.1,57.18,33.2,38,1
3,0,179.7,78.2,22.3,25,1
1,0,162.5,53.3,17.1,39,1
3,0,160.4,58.8,35.3,19,1
3,1,156.2,55.3,32.7,2,1
1,0,170.9,72.5,29.2,42,1
2,0,172.2,76.1,26.7,21,1
2,0,183.4,88.9,25.3,40,1
3,1,160.8,66.1,39.2,0,1
2,1,163.2,57.6,32.9,10,1
3,1,152.6,50,34.4,14,1
3,1,162.2,67.3,41.8,0,1
3,0,171.6,75.8,30.25304,19,1
1,0,168.4,65.2,14.4,45,1
2,1,163.6,78.2,40.3,30,1
1,0,177.3,81.4,11.8,51,1
2,0,184.5,109.9,27.6,47,1
2,1,166.9,66.8,32.2,27,1
3,0,172.3,104.5,30.7,38,1
1,0,172.3,92,35.8,38,1
2,0,177.6,66,22.5,30,1
3,1,165.6,58.1,31.5,0,1
2,0,177.2,81.82,28.4,9,1
3,1,166.6,80.9,39.5,12,1
1,0,170.7,74.9,20.5,27,1
2,0,177.8,89.4,23.7,22,1
1,0,180,108.2,34.1,44,1
2,1,150.9,52.8,25.4,23,1
2,0,192,99.5,26.9,41,1
2,1,169.6,81.4,39.6,11,1
1,0,175.3,76.4,20.8,38,1
3,0,174.6,88,28.6,27,1
2,0,179.3,75.8,11.3,46,1
1,0,175.9,119.8,41.7,56,1
2,0,167.4,70.56,26.7,37,1
1,0,184.8,66.5,7.3,31,1
3,0,161.4,62.5,25.7,18,1
1,0,179.6,64.6,13.4,44,1
1,1,170,98.1,41,12,1
1,0,169.3,90.3,28.9,39,1
1,0,170.9,58.4,18.4,37,1
1,0,179.7,82.1,25.8,44,1
1,0,178.7,87.8,26.5,35,1
2,0,167.8,61.36,27.3,41,1
1,0,177.8,83.5,23.1,32,1
2,1,170,76.5,32.6,20,1
1,1,156.3,70.4,37.6,40,1
2,0,171.9,96.6,38,18,1
1,0,181.4,88.74,26.1,56,1
2,1,158.4,52.3,25.5,14,1
2,1,159.2,64.8,34.8,18,1
1,1,163.1,46.1,22.3,18,1
1,0,175.1,75.5,32.3,44,1
1,0,172.1,59.7,12.8,11,1
1,1,149.3,43.7,30.9,23,1
1,0,167.5,69.4,16.1,38,1
1,1,163,68.4,35.7,10,1
2,0,178.8,83.3,21.9,40,1
2,0,170.8,78.1,29.1,25,1
1,0,179,84.1,22.9,33,1
2,0,187,92.5,19.8,61,1
2,0,184.6,85.4,25.4,36,1
2,0,170.6,86.3,31.5,17,1
3,1,162.3,59,25,9,1
3,1,157.5,69,44.4,3,1
1,0,172.9,74.38,22,46,1
1,0,183.9,75.7,18.9,40,1
3,1,155.5,46.2,26.9,7,1
3,1,150.9,65.1,40.4,4,1
3,1,156.7,62.6,35.8,10,1
1,0,166.4,71.62,31.6,46,1
1,0,172.3,70.9,21.3,43,1
1,0,176.8,73.4,22.1,27,1
3,1,149.3,45.1,30.4,0,1
1,0,167.2,76.5,30.21,21,1
2,1,158.9,51.1,29.1,30,1
2,1,159.2,62.3,33,17,1
3,1,150.2,48.3,37.1,1,1
2,1,153.9,50.1,39.9,13,1
2,0,178.4,80.3,26.9,42,1
3,0,178.3,100.6,34.9,3,1
2,0,174.3,83.2,24.4,33,1
1,0,174.5,75.7,18.8,43,1
2,0,184.5,98.4,28.8,51,1
3,1,156.8,68.4,39.4,16,1
1,0,177.1,76.3,23.4,50,1
2,0,170.9,65.4,18.4,44,1
1,0,179.4,90.6,30.4,50,1
1,1,155.6,57.7,34.7,12,1
3,0,166.2,70.2,22.9,15,1
2,0,177,90,36.3,31,1
1,0,173.3,75.6,26.3,45,1
2,0,165.2,77.9,27.1,50,1
2,0,174.6,83,28.3,33,1
1,0,173.4,63.9,15.5,48,1
1,0,179.9,78.9,15.6,42,1
1,0,183.6,96.5,30.7,55,1
2,0,170.7,80,24.1,39,1
1,1,155.4,65.4,39.1,29,1
3,0,171.1,71.3,30.6,10,1
2,0,164.4,72.9,25.3,36,1
2,1,166.7,65,38.8,22,1
3,1,154.6,58.8,34.6,9,1
3,0,186.6,103.26,26,37,1
1,0,170,69.3,27.6,47,1
2,0,170.2,79.3,27.3,35,1
2,1,160.2,65.1,39.9,7,1
2,0,170.2,80.1,28.4,39,1
3,0,179.4,89.74,30.1,23,1
2,1,161.8,59.7,36.4,10,1
2,0,178,74.6,22,40,1
3,0,167.3,76,27.3,45,1
1,0,180.6,78.4,21.5,52,1
3,0,169.3,66.2,25,16,1
1,0,183,72.9,16.3,42,1
1,1,167.9,57.6,20.6,44,1
2,1,158.7,50.7,31.7,24,1
3,0,168,73.1,28,33,1
1,0,172.7,88.3,27.2,60,1
1,1,153.3,50.7,33.4,22,1
3,0,178.2,78.8,23.8,41,1
2,0,163.4,72.6,28.2,36,1
1,0,169.8,74.8,28.2,40,1
2,1,162.5,74.1,35.28637,23,1
1,0,177.7,63.6,11.1,44,1
3,1,161.4,68.86,33.8,16,1
2,0,167.4,73.1,26.1,40,1
1,1,166.6,66.4,37.8,15,1
1,1,165.2,56.04,31.1,34,1
1,0,177.3,67,16.8,26,1
3,1,157.2,55.8,30.1,8,1
1,1,164.2,50.4,26.6,25,1
1,0,171.8,63.8,16.6,38,1
1,0,184.7,66.8,20.1,42,1
1,1,162.1,73,48.2,19,1
2,0,167,57.4,18.8,20,1
1,1,166.1,51.1,24.4,17,1
3,0,167.5,71,25.1,31,1
1,0,166.9,65.6,18.3,46,1
3,1,159.2,46.7,21.9,0,1
2,0,167,69,24.6,25,1
1,0,175.6,85.8,25.6,48,1
3,1,156,55.1,33.7,0,1
3,1,162,66.1,33.7,16,1
2,1,152.7,65.34,39.1,15,1
1,1,153.9,48.3,26.5,32,1
1,0,167.5,66,12.8,44,1
2,1,158,93.1,47.3,17,1
1,0,177.7,84.5,16.4,44,1
3,1,162.9,68.8,37.3,19,1
2,1,163.8,55.1,26.8,0,1
1,1,159.5,52.8,29.9,40,1
3,1,157.8,62,35.3,11,1
2,0,171,82,27,38,1
1,1,162.1,70.9,35.7,42,1
2,0,172.8,73.1,22.5,24,1
2,0,176.4,79,31,31,1
2,0,177.6,89.2,27.2,49,1
1,0,183.4,77.3,21.2,34,1
2,0,174.4,83.8,25.9,47,1
2,0,173.8,68.7,19.6,54,1
2,1,163,57.6,24.1,33,1
1,0,166.7,62.3,29,39,1
2,0,172.3,72.8,26.2,24,1
1,0,173.5,81.7,20.7,51,1
1,0,172.8,62.9,9.2,61,1
1,0,175.4,89.3,31.3,31,1
2,1,162.3,68.2,36.3,36,1
3,1,148.3,62.4,43,5,1
3,0,165.7,68.1,24,21,1
1,1,163.6,63.7,39.6,15,1
2,0,179.1,98.1,24.8,29,1
1,1,166,55.7,32.5,21,1
3,1,147.3,52.1,37.2,3,1
1,1,157.5,46.2,23.6,23,1
1,1,161.5,46,23.8,20,1
2,1,165.3,69.3,33.2,25,1
3,0,167.8,52.9,20.6,20,1
3,1,170.5,66.5,31.6,24,1
2,0,183,90.9,26.3,43,1
3,0,171.2,69.1,25.4,24,1
3,1,153.1,50.2,38.3,8,1
1,0,169.2,57.48,8.1,51,1
2,1,155,91.9,48.6,4.6,1
3,0,170.4,87.7,29,35,1
2,0,189.1,117.4,37.1,25,1
3,0,165.4,62.5,19.8,29,1
3,1,160.8,59.6,33.9,12,1
1,0,168.3,67.2,19.1,48,1
2,1,169.5,55.56,27.3,23,1
2,0,175,95.7,36.6,42,1
1,0,175,67,18.1,44,1
3,1,163.9,62.1,30.1,19,1
3,1,159.3,66.7,42,0,1
3,1,158.2,64.4,38.8,5,1
3,1,148.2,51.96,38.8,2,1
3,1,160.7,63.6,33.4,0,1
1,0,170.1,81,37.2,47,1
1,0,172.9,76.4,26,50,1
1,1,163.8,75.1,32.9,27,1
3,0,174,87.3,23.6,51,1
1,0,181.9,63.4,13.5,35,1
3,1,150.8,68.8,43.2,23,1
2,0,153.1,70.2,35.3,39,1
3,1,152.3,49.5,31,0,1
2,1,163.3,55.4,36.7,25,1
3,1,147,64.4,45.7,2,1
1,0,175.9,75.4,21.8,54,1
3,0,168.5,79.1,32.4,21,1
2,0,175.7,65.2,14.2,33,1
1,0,185.2,95,22.9,0,1
2,0,177.3,85,21.4,37,1
1,1,164.7,62.4,38.5,22,1
3,1,162.6,71.3,40.5,23,1
1,0,181.7,65.68,12.4,48,1
1,0,182.8,68.9,16.4,42,1
1,0,176.2,94.5,26.5,47,1
2,1,154.9,67.3,39.5,20,1
1,0,176.4,85.5,32.9,36,1
2,0,174.9,81.1,25.7,41,1
3,0,176.3,80.4,19.1,38,1
3,1,158.1,55.2,25,16,1
1,0,169.3,59.6,25.9,31,1
2,0,170.2,83.6,29.5,36,1
2,0,164.2,64.7,29.1,20,1
2,0,172,76.4,25.9,31,1
3,0,160.9,73.44,29.2,47,1
3,0,168.2,73.4,29.6,33,1
3,1,163.6,54.2,25.1,7,1
3,0,167.5,74.8,31.4,24,1
3,1,161.3,51.4,31.1,10,1
2,0,180.8,73.3,14.1,47,1
2,0,177.4,91,28,56,1
2,1,151.8,54.6,32.5,18,1
2,0,190.5,101.1,20,41,1
3,1,150.1,42.3,22.4,12,1
1,0,173.5,73.1,19.7,65,1
1,0,171.3,85.5,37.2,29,1
1,0,172.6,63.1,15.5,41,1
3,0,160.4,64,24.4,21,1
2,0,184,81.6,21.6,37,1
3,0,164,65,23.5,23,1
2,0,168.7,75.2,25.3,50,1
1,0,175.3,80.7,31.3,19,1
2,0,170.8,80.2,33.2,38,1
3,0,162.7,52.9,19.4,19,1
3,1,154.8,61,34.2,26,1
3,1,143.6,53.9,32.7,1,1
2,0,173,84.2,35.3,19,1
2,0,173.8,70.9,19.7,36,1
1,1,159.9,66.6,40.3,27,1
2,0,177.5,77.2,24,35,1
1,0,175.8,97.4,36.6,35,1
2,1,156.2,68.1,34.4,28,1
3,0,168.3,73.38,28.2,25,1
1,1,157.8,60.4,36,26,1
2,0,176.6,93,31.2,27,1
1,0,182.3,78.4,15,57,1
1,0,164.5,64.7,25.6,30,1
1,0,177.3,87,21.2,51,1
1,1,158,48.86,35.1,40,1
2,1,153.3,61.5,39.3,8,1
3,0,162.8,65.8,23.6,33,1
2,0,172.6,70,18.3,30,1
2,0,169.9,66.5,20,31,1
1,0,175.7,63.54,11.8,43,1
2,0,172.6,89,23.3,49,1
2,0,178.9,82,24.7,28,1
1,0,179.5,76.7,19,52,1
2,0,170,67.7,22.3,31,1
2,0,169.5,79.1,28.1,24,1
1,0,182.8,70.6,21.2,18,1
1,1,157.1,68.9,42.8,28,1
2,0,162.4,75.4,30.1,29,1
3,1,162.5,49.2,26.6,18,1
3,1,152.6,52.2,27.9,25,1
2,1,160.2,67.9,35.15,24,1
2,1,160.4,86.5,46,5,1
2,1,158.1,58.5,31.9,23,1
2,1,160.1,66.7,37.8,23,1
1,0,171.7,88.1,31,45,1
2,1,154.5,61.5,37.2,23,1
2,0,168.7,67.2,29.6,31,1
2,0,165.1,79.2,30.3,36,1
1,0,168.5,74.5,23.5,45,1
2,0,184.7,91,22,48,1
3,1,152.7,63.8,39.9,0,1
1,0,186.2,84.7,17.7,32,1
2,0,169.3,64.5,24.8,18,1
2,0,170.2,66.2,24,30,1
2,0,182.7,79.8,25.4,26,1
2,0,178.3,70.3,19.2,47,1
1,1,163.4,55.2,33.7,11,1
2,0,172.2,79.18,28.3,49,1
1,1,170.3,87.9,40.3,1,1
1,0,172.1,67.3,17.8,47,1
3,1,151,45.4,34.7,9,1
3,1,160.3,57.48,27.2,27,1
3,1,154.2,66.6,33.9,12,1
2,1,159.7,66.9,39,15,1
2,1,156.5,56,31.9,7,1
3,0,166.7,65.7,30.3,21,1
2,0,173.6,70.6,26.8,30,1
2,1,167,62.2,24.5,25,1
3,1,152.8,45.3,23.9,18,1
1,0,171,79.9,31.3,15,1
1,0,172.7,73,16.4,41,1
1,0,186.8,82.3,19.6,33,1
3,0,164.3,76.9,35.2,10,1
2,1,159.7,60.6,34.3,25,1
1,1,170.8,67.2,19.6,53,1
3,1,160.5,79.2,43.9,0,1
1,1,159,58.1,31.9,26,1
2,0,174.9,70.2,23.1,43,1
2,0,177.8,81.5,18,46,1
1,1,162.3,50,29.5,27,1
2,0,164.5,71.14,32,37,1
1,1,139.9,52.2,44.8,0,1
2,1,162.5,64.8,33.7,23,1
1,0,178.6,91.6,26.6,37,1
1,0,168.2,72.7,35.8,27,1
2,0,172.1,71.5,21.7,36,1
3,0,170.2,84.2,24.5,42,1
1,0,171.1,75.52,30.7,24,1
2,0,171.6,69.9,24.9,20,1
1,1,163.4,68.7,34.3,27,1
1,0,175.1,74.3,19.2,48,1
2,0,167.9,87.3,28.9,39,1
2,0,178.9,82.2,20.7,52,1
3,0,167.8,91.6,29.9,15,1
1,0,170.1,80,21.9,49,1
1,0,171.7,78.1,30.9,37,1
3,0,174.6,70.46,24.7,29,1
2,1,161.8,55.3,26.6,25,1
1,0,178,85.4,30,42,1
1,0,185.3,93.4,26.2,64,1
2,1,160,67.6,30.7,35,1
2,0,171.2,69.3,22.9,38,1
2,0,180.8,88.9,25.1,47,1
1,1,159.6,61.4,35.1,25,1
2,0,173.8,80.7,32.3,38,1
3,0,165.7,64,20.6,10,1
1,1,155.1,42.6,21.1,15,1
3,1,162.2,58.2,25.1,25,1
1,1,159,79.7,45.4,16,1
2,0,171.5,67.18,27.4,43,1
1,0,174.2,66,16.8,47,1
1,0,169.2,72.7,27.3,47,1
2,0,168.4,65.8,20.6,29,1
2,1,168.7,67.3,38.3,3,1
3,0,167.5,71.9,29.6,20,1
1,0,170.9,73.4,20.2,59,1
2,0,180.6,88.8,25.9,35,1
1,0,165.8,69.4,26.8,42,1
2,0,177.3,92.4,22.3,53,1
3,1,155.3,54.7,34.3,3,1
2,1,178.2,74.9,23.8,46,1
1,0,171.3,69,18,44,1
1,0,175.8,73.5,23.1,42,1
3,1,150.8,59.82,34.1,13,1
3,0,172.8,69,25,33,1
2,0,180,81.4,28.2,24,1
3,0,171.5,71.8,23.3,33,1
1,1,160.2,49,34.1,15,1
3,0,159.1,70.6,30.8,30,1
3,1,155.8,48.1,26.2,4,1
1,0,168.4,76.3,25.2,43,1
3,1,152,55.6,38.9,1,1
2,0,169.1,66.4,24,42,1
1,0,172.3,63.8,22.5,29,1
1,0,179.1,88.4,20.4,51,1
3,0,172.9,83.9,29.6,25,1
2,0,177.4,79.2,18.1,49,1
1,0,175.5,76.3,20.5,51,1
3,1,154,54.5,31.6,13,1
3,1,155.7,60.8,38.3,13,1
2,0,169.6,71.6,30.2,43,1
1,0,178.9,69.44,23.1,39,1
2,1,155.5,69,35.8,23,1
1,0,171.7,83.8,17.9,63,1
1,1,162.6,58.9,26,31,1
2,1,156.5,54.4,27.3,19,1
3,0,166,77.4,26.3,22,1
3,1,154,55,36.2,7,1
2,1,160.6,56.3,27.7,9,1
3,0,168.7,74.7,20.6,36,1
1,0,173.2,69.6,19.4,28,1
1,0,170.5,78.2,20.4,10,1
1,0,174.6,92.1,28.8,42,1
2,1,161,60.7,31.2,0,1
2,0,170.3,78.6,30.2,0,1
2,0,175.6,64.3,17.1,46,1
1,0,185.2,79.3,14.5,55,1
1,0,178,94.9,27,31,1
1,0,186.8,79.1,12.3,45,1
1,0,182,70.5,17.6,34,1
2,0,166.2,68.4,22.8,28,1
1,0,178.5,94.1,24,40,1
1,0,173,83.1,30,34,1
1,1,161.1,70.9,34.5,31,1
1,1,156.2,49.6,34.8,20,1
2,0,177.3,71.9,19.4,41,1
2,0,170.6,72.1,28.8,28,1
1,0,169.3,70.7,27.8,18,1
2,1,165.8,67.6,34.7,13,1
1,0,169.2,66.2,11.9,25,1
3,0,171,72.3,23.1,20,1
2,0,170,75.9,34.4,37,1
3,0,168.6,82,27.7,26,1
2,1,166,60.3,32.2,29,1
1,1,152.6,47.5,33.6,24,1
1,0,176.8,83.8,32.8,48,1
1,1,152.3,48.2,25.9,31,1
1,0,165.8,68.5,27.4,38,1
2,1,156.7,64.1,32.8,11,1
2,0,170.7,85.8,31.9,42,1
3,0,165.7,74.2,30.6,26,1
1,0,175.5,89.6,19.6,37,1
2,0,184,93.8,27.7,49,1
1,0,173,85.04,25.5,44,1
3,1,167.2,87.3,49.8,0,1
1,0,181.4,71.6,20,42,1
1,0,168.1,106.3,44.2,15,1
1,0,170.1,70.9,30.4,38,1
3,1,150.3,62.4,36.4,0,1
3,1,156.4,39.8,14.3,26,1
2,0,174,77.1,18.8,39,1
1,0,173,86.7,31.2,45,1
1,0,180.5,74.8,13.4,35,1
3,1,155.9,66,37.4,7,1
1,0,184.3,71.2,23,39,1
2,0,162,73.8,35.3,34,1
1,1,160,52.8,31.9,30,1
1,1,155.5,67.3,36.6,23,1
1,0,184.2,87.1,24.8,25,1
1,1,154.6,48,31.8,30,1
1,0,172,72.4,21.4,42,1
3,1,158,62.3,33.8,13,1
3,0,180.9,74.2,25.6,22,1
1,1,154.9,61.24,34.2,44,1
2,0,169.7,73.5,24.2,28,1
2,1,159.1,52.3,29.5,26,1
2,0,171.7,85,29.6,44,1
3,1,155,45.3,24.3,0,1
2,0,172.1,78.9,24.5,46,1
3,1,153.3,64.9,37.5,0,1
3,1,150.5,68.1,39.4,12,1
1,0,184.6,80.5,20.7,50,1
1,0,176.5,74.2,20.7,53,1
1,1,158.5,48.6,30.1,15,1
1,0,190,104.7,27.1,48,1
2,0,168.8,99.2,44.8,21,1
3,0,170,74,26.4,37,1
3,0,169.7,87.6,32.8,24,1
2,1,168.7,55,21.4,35,1
1,0,177.2,84.5,27.1,52,1
1,0,173.3,69.2,23.3,41,1
1,0,173.5,80.7,24.6,41,1
2,0,178.8,82.3,13.6,58,1
1,1,167.7,53.7,15.7,34,1
3,1,150,53,34.9,22,1
3,1,158.8,55.94,31.1,4,1
2,1,154,53.2,24.5,15,1
3,1,155.6,72.5,36.5,15,1
3,0,172.8,65.7,20.4,20,1
2,0,166.3,97.42,47.4,18,1
2,0,180,98.9,38,34,1
3,0,175.1,73.1,30.5,18,1
1,0,174.8,65,21.7,43,1
2,0,173.4,83.34,26.7,43,1
1,0,168,92,39,34,1
2,0,180,87.7,21.8,30,1
2,0,183,89.6,23,24,1
2,0,177.8,88.6,29.5,47,1
3,0,174.1,83.5,28.8,30,1
1,0,175.3,103.3,35.7,57,1
2,0,172.6,69.7,30.1,16,1
2,1,160,50.7,20.2,37,1
1,0,181.7,88.7,22.3,53,1
2,1,161.4,79.8,38,13,1
1,1,166.2,78.5,36.3,43,1
2,0,174.6,74.9,22,34,1
2,0,156.6,64.6,31,22,1
3,1,147.9,64.7,44.7,4,1
1,1,164.1,60.8,32.4,31,1
1,1,163.5,50.3,28.7,25,1
2,0,178.1,70.9,17.2,33,1
2,0,182.5,86.2,28.3,45,1
3,0,176.5,66.4,20.2,23,1
1,0,172.9,84.2,27.1,39,1
1,0,164,79.7,30.7,22,1
2,1,156.2,63.5,34.3,28,1
1,1,174,64.64,23.2,28,1
2,1,164.1,72.5,35.3,18,1
3,1,154,48.4,32.9,22,1
2,0,170.6,82,18.9,30,1
1,0,176.5,68,16.7,31,1
1,0,175.5,93.9,27.3,39,1
1,0,181.7,70.1,18.6,51,1
2,0,165,75.6,27.5,41,1
1,0,178.3,86.1,23.1,40,1
1,0,174.4,56.2,9,37,1
2,0,171.7,74.5,25.9,31,1
1,0,177.1,85.48,22.4,38,1
2,0,175,81.5,22.3,33,1
1,0,180.2,93.9,28.4,48,1
1,0,174.7,83.1,23.3,2,1
2,0,169.9,79.5,28.9,44,1
3,0,160.5,59.1,30.7,27,1
3,0,175.8,66.8,18.2,31,1
2,0,173.9,94.3,29.4,29,1
3,1,139.5,44.8,32.3,5,1
2,0,185.1,87,34.2,21,1
2,0,175.5,61.2,16.3,32,1
1,0,178.1,68.38,23.7,31,1
1,0,181.6,93.5,25.7,48,1
2,1,155.2,57.1,32.4,13,1
1,0,174.7,73,20,35,1
1,0,179.9,87.3,22.8,24,1
2,0,173.1,73.5,22.2,16,1
1,0,176.6,78.6,24.2,36,1
2,0,180.3,79.7,24.1,30,1
1,1,162.5,57.3,28,45,1
2,0,167.5,73.5,25.8,39,1
1,1,160.6,61.3,34.5,30,1
1,0,177.7,82.04,25.8,42,1
1,0,181.5,68.94,13.6,37,1
1,0,180.8,90.6,10.2,51,1
2,0,188.5,118.8,31.5,34,1
3,0,173.9,74.3,25,25,1
1,1,167.5,58.2,33.1,19,1
2,0,173.6,81.4,25.5,48,1
1,1,154.5,84.5,42.2,12,1
2,1,161.3,54.8,30.56,33,1
1,1,158.5,61.6,32.1,23,1
1,0,170.1,69,21.6,53,1
2,0,160.2,76.2,35.4,20,1
2,0,166.7,64,23.4,49,1
2,1,159.2,57.9,32.3,24,1
2,0,178,84,27.5,45,1
1,0,172.8,66.3,13.9,37,1
2,0,182.2,79.44,17.3,42,1
3,0,162.4,65.8,27.6,23,1
2,0,182.4,86.3,21.5,34,1
2,0,179,92.9,29.5,34,1
3,0,174.5,69.2,18.8,38,1
2,0,173.8,97.6,31,43,1
3,0,167.1,73.3,30.8,25,1
3,0,168.4,85.5,33.3,20,1
1,0,172,68.24,21.3,48,1
3,0,167.2,79.2,28.5,38,1
1,1,163.8,58.2,32.9,10,1
2,1,160.5,61.6,40.3,7,1
2,1,150,72.8,41.2,28,1
2,1,153.1,64.8,35.2,20,1
3,0,168.7,71.8,24.5,27,1
2,1,155.2,64.6,32.6,28,1
2,0,181.6,78.7,21.3,44,1
2,1,155.7,53.8,30.1,22,1
1,1,155.5,46.5,25.2,24,1
3,0,165.5,72,28,27,1
2,0,173.8,85.5,28.6,41,1
3,0,169.1,65.3,29.2,22,1
3,0,181.9,96.9,20.4,30,1
3,1,149,54.4,37.5,20,1
3,1,162,61,26.2,16,1
2,0,182.2,72.9,20.3,43,1
2,1,162.7,71.3,30,16,1
3,0,169.3,78.3,25.3,45,1
1,0,163.1,70.3,23.2,56,1
1,0,175,61.1,17.2,39,1
3,1,151.4,58.9,33.7,28,1
2,0,169.1,66.7,26.2,27,1
1,0,175.8,84.6,28.8,37,1
1,1,155.4,48,30.2,19,1
2,1,155.4,51.02,27.9,15,1
2,0,187.5,108.1,27,42,1
1,0,172,88.7,27,29,1
3,1,157,56.7,35.3,5,1
2,1,158.2,55.2,25.7,29,1
2,0,179.3,86.7,25.5,27,1
3,0,170.9,90,31.8,39,1
3,0,162.4,62.4,25.7,14,1
2,1,163.6,61.8,36,15,1
2,0,166.3,73,29.2,44,1
3,1,165,51.6,27.8,9,1
1,0,168.7,86.2,35.7,44,1
1,0,175.1,72.7,15.8,48,1
2,0,174.3,57.8,18.5,23,1
1,1,158.9,65.2,39.4,33,1
1,0,171.2,71.8,25.8,37,1
2,0,173.2,76.1,28.4,2,1
3,1,168.2,56.5,31.6,16,1
1,0,169.7,78,32.7,40,1
1,0,178.5,84.4,23.1,47,1
1,1,158.2,58.6,30.7,17,1
3,0,163.7,66.9,21.7,20,1
1,0,162.2,73.2,20,36,1
2,0,176.8,76.7,26.1,26,1
1,0,178,71.7,20.4,54,1
1,0,175.9,80.8,25,44,1
3,1,151.4,59.6,39.6,6,1
2,0,176.7,68.6,19.8,26,1
2,0,185.4,88.6,17.6,61,1
2,0,169.3,54.4,24.9,25,1
3,0,173.2,84.1,32,22,1
3,0,162,73.1,34.7,15,1
1,0,181.9,76.6,24.4,47,1
2,1,164.1,67,36.5,2,1
3,1,155.7,50.4,24.5,34,1
1,0,176.9,98.8,27.3,40,1
1,0,181.6,75.82,3.5,38,1
1,0,172.8,64.7,18.9,47,1
2,0,178.8,97,27.4,51,1
1,1,160.7,48.4,22.8,29,1
1,0,174.2,67,16.2,35,1
3,0,171.1,76.4,24.2,35,1
1,0,169.4,69.7,23.7,29,1
1,0,169.6,69.6,28.75584,43,1
1,1,162.3,59.3,29.7,32,1
2,0,184.9,104.3,27.5,46,1
3,1,168.6,92.9,45,0,1
1,0,176.7,85.8,25.7,40,1
2,0,180.2,77.2,24.4,32,1
2,0,172.3,56.3,32,29,1
1,0,187.6,69.5,7.5,57,1
2,0,170.6,68.3,25.8,14,1
3,0,167.7,100.1,39.9,21,1
2,1,156.6,60.6,29.7,20,1
1,0,178.7,81.9,26.9,26,1
3,1,155.7,87.3,46,0,1
1,0,181,69.4,10,52,1
1,0,173.6,85.7,23.7,41,1
3,1,155.8,69,38.8,24,1
1,0,179.6,80.9,28.6,40,1
3,1,158.7,63.7,35.5,10,1
1,0,179.4,73.8,16.7,50,1
2,0,176.9,71.1,26.9,32,1
1,1,160.3,61,36,32,1
3,1,154,59.6,40.8,0,1
2,1,164.2,58.9,35.8,0,1
2,1,168.2,54.1,28.4,18,1
2,1,171.4,56.3,29.6,20,1
1,0,178.4,71,14.6,60,1
3,0,165.4,70.2,25.6,35,1
3,1,155.6,55.4,33.5,0,1
3,1,157.9,67.9,41.8,13,1
1,0,176.7,93.8,38.9,35,1
1,1,169.1,62.6,24.3,17,1
2,1,152.3,57.6,34.6,12,1
2,1,150.2,60.9,37,31,1
1,0,170.8,86.9,29.4,48,1
2,1,156.2,46.4,28.7,6,1
3,0,168.1,68.2,23.3,36,1
1,0,171.9,54.8,17.7,24,1
1,0,184,83.2,17.1,53,1
2,0,164.2,77,28.1,20,1
1,0,179.7,73.6,32.7,40,1
3,1,152.8,70.1,37.4,11,1
2,0,176.5,73,32.2,20,1
3,1,150,62.3,34.4,2,1
1,0,176.1,70.1,11.7,36,1
2,0,173,83.8,34.9,35,1
2,1,164.7,62.8,31.24232,33,1
1,0,177.5,83.5,24.3,46,1
3,0,164,56.5,19.7,6,1
1,0,169.1,63,18.4,45,1
1,1,162.9,51.56,26.2,13,1
3,1,155.1,55.7,32.2,12,1
1,0,171,81.7,26.5,28,1
1,0,175.1,76.2,25,37,1
2,1,152.7,50.1,24.5,23,1
1,0,183,88.2,18.5,33,1
3,0,166.1,70.5,29.6,26,1
3,0,170,82.2,29.1,27,1
2,0,186.9,82.3,20.1,37,1
3,1,154.3,76.1,48,18,1
3,0,164,64.7,29.6,24,1
2,0,174.4,91.4,31.4,14,1
3,0,154,58.2,28.1,11,1
3,0,171.8,82,28,23,1
1,0,175.1,79.7,27.1,50,1
3,1,150.1,68.4,43,0,1
3,1,149.2,62.2,37.3,10,1
1,0,163.4,85.9,25.5,28,1
1,0,176,87.7,27.5,61,1
3,0,169.8,67.9,27.5,25,1
1,0,178.9,90.4,31.4,37,1
2,0,188.4,92.4,30.3,45,1
3,1,153.7,50.7,31.6,3,1
1,1,159.9,47.7,33,12,1
2,0,177,81.2,24.2,43,1
2,1,160.5,73.7,39.3,15,1
3,1,161,60.9,27.1,16,1
1,0,179.5,95,30.5,33,1
2,1,164.5,61,34.1,29,1
1,1,162.9,55.2,31.4,25,1
3,0,174.1,71.96,25.7,15,1
1,0,177,76.7,16.1,40,1
2,1,160.9,67.9,40.8,13,1
