"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
36,21,22.7,20.1,25,156,"B",19.1
32,28.4,24.7,15.2,34,148,"B",22.2
48,31.2,24.6,16.8,27,138,"B",23
21,26.4,25.1,21.2,30,171,"B",20
21,24.3,26.9,20.9,56,204,"B",20
50,22.1,25.3,25.1,31,128,"B",18.9
60,32.7,21,18.9,19,127,"B",22.3
49,28.9,24.1,25.3,24,155,"B",21.6
27,29.3,28.9,29.6,30,177,"B",20.5
54,28.7,22,23.5,20,130,"B",20.5
29,22.1,26.5,14,32,157,"B",21.6
23,33.9,24.4,23.2,51,160,"B",22.9
22,28.3,27,17.7,40,151,"B",22.8
23,34,24.3,26.3,43,187,"B",22.8
37,18.4,27,26.4,30,168,"B",17
22,25,25,22.9,33,160,"B",19.4
63,34,26.7,22.9,15,145,"B",25.3
25,31.8,29,25,40,161,"B",23
33,26.4,24.3,14.2,34,104,"B",20.9
48,28.6,25.5,21.6,27,137,"B",23.8
38,28.6,28,27.3,35,175,"B",21.8
25,33.5,23.3,16.1,30,160,"B",22.5
25,24.4,30.7,14.8,51,177,"B",21.3
47,26.1,23.8,23.6,24,161,"B",20.6
21,31.7,27.6,17.5,39,180,"B",22.4
57,22.9,22,17,26,143,"B",22.1
25,25.1,25.4,20.8,46,173,"B",20.5
54,32.4,29.7,21.4,28,140,"B",24.7
42,38.7,31.4,14.8,31,148,"B",25.7
48,30.4,30.7,18.2,35,164,"B",25.2
59,34.4,27.5,17.8,20,151,"B",22.7
26,30.4,26.5,15.3,50,165,"B",20.4
22,30.6,22.2,19.4,30,162,"B",21.9
26,26.9,31.8,16.5,43,191,"B",23.3
21,28.4,31.2,19,52,198,"B",23.9
46,23.3,26.8,18.3,22,162,"B",21
25,22.6,28.6,22.7,42,171,"B",22.6
26,30.5,29.3,17.6,40,143,"B",21.5
28,25.4,27.6,16,38,173,"B",23.3
49,28.3,21.7,14.8,26,137,"B",25.9
28,30.3,37.5,21.9,46,159,"B",25.4
22,22.1,25.5,24.1,49,218,"B",21.4
23,33.6,26.4,24.8,48,165,"B",23
55,39.8,24.8,19.7,20,145,"B",26.9
22,17.4,23.3,28.5,32,131,"B",18.8
30,30.7,25.4,20.3,42,143,"B",19.9
32,31.1,28.2,19.1,30,149,"B",21.8
26,34.2,27.8,24.3,45,156,"B",23.4
41,28.3,27.5,16.9,32,144,"B",24.1
22,24,26.8,17.8,30,182,"B",22.1
34,30.3,23.3,20.9,37,153,"B",19.9
22,21.4,36.5,17.1,49,191,"B",23.1
23,20.2,33.3,17.3,40,203,"B",18.9
23,27.5,23.9,21.1,52,192,"B",21.4
46,26.5,28.6,19.3,32,158,"B",21
47,19.5,27.3,16.6,35,187,"B",20.7
38,23.5,27.9,30.6,40,166,"B",19.7
26,31.5,34,21.2,27,177,"B",22
27,21.1,26.2,18.8,31,180,"B",19.4
37,18.1,35.5,18.5,43,163,"B",20.6
64,36.7,24.7,20.8,14,120,"B",26.2
29,18.4,29,16.3,44,199,"B",19.7
39,33.9,22.6,21.8,29,141,"B",20.2
30,28.2,37.2,19.3,49,160,"B",20.5
42,25.8,28.7,20.9,27,155,"B",21.8
51,27,22.4,18.5,34,166,"B",21.9
24,26.9,25.4,20,36,195,"B",20.4
23,29.7,23.3,17.5,43,163,"B",20.2
61,30.4,20.1,24.4,27,116,"B",22.8
50,27,27,19.4,25,162,"B",23.4
31,29.4,26.4,17.3,30,165,"B",21
28,26.8,25.7,18.7,43,164,"B",24.4
27,22.9,21.7,20,35,167,"B",18.1
55,27.9,21.4,25.1,23,134,"B",22.1
26,26,28.1,17.9,42,167,"B",24.8
25,32.3,26.9,24.1,29,183,"B",23.4
50,26,21.9,17.2,28,156,"B",19.1
21,18.1,23.2,16.7,40,194,"B",20.5
24,22.2,20.7,23.4,41,179,"B",17.7
21,33.6,28.8,19.8,41,172,"B",23.2
35,23.5,27.3,18.6,47,185,"B",20.7
35,25.1,41,17.3,42,174,"B",25.5
31,34.1,30.1,16,31,158,"B",23.1
51,18.6,23.9,19.9,26,135,"B",19.5
48,25.6,21.8,20,23,130,"B",19.2
54,30.8,26.3,23,23,117,"B",22.7
49,25,31.9,18.2,30,180,"B",21.3
38,20.8,30,17.8,41,210,"B",24.4
26,27.6,34.5,17.3,36,182,"B",22.5
21,33.5,28.3,23.7,36,167,"B",23.8
60,31,26.7,21.8,15,141,"B",22.9
23,17.4,29.5,31.2,55,153,"B",20.1
26,22.3,25,21.7,27,164,"B",19
43,27.6,28.7,23.2,26,147,"B",22.3
30,15.7,34,15.8,37,154,"B",19.4
22,26,25.9,21.7,34,172,"B",21.1
33,28.5,27.5,16.8,52,160,"B",21.7
37,25.7,21.6,15.6,44,181,"B",18.7
38,25.2,24.8,21.8,33,166,"B",20.4
26,16.8,29.8,23.7,36,180,"B",19.9
51,28.4,21.1,22.5,38,134,"B",21.9
57,25.3,30.3,24.9,48,162,"B",22.2
21,19.9,31.5,19.3,37,188,"B",20
21,34.7,36,21.8,33,169,"B",27.9
25,27.5,28,22,56,173,"B",21.4
21,27.7,20.7,19.9,42,162,"B",18.6
26,29.1,24.3,13.9,34,164,"B",20.6
25,29,25.2,22.4,42,168,"B",19.8
26,22,34.5,19,28,165,"B",20.4
22,40,30.4,21.1,50,160,"B",29.6
56,35.8,23,23.6,20,146,"B",22.3
46,27.2,19.3,28.2,31,172,"B",19.3
21,32.9,30.2,16.4,43,117,"B",22.7
38,26.2,26.5,17.9,32,166,"B",20.2
24,32,22.9,20.4,35,178,"B",20.8
21,27.9,24.2,18.7,36,154,"B",20.9
21,27.2,29.7,16.5,57,179,"B",20.8
61,28,27.7,17.4,18,124,"B",22.1
59,36.4,25.9,18.9,20,155,"B",20.6
62,34.9,23.1,17.7,13,127,"B",25.8
61,31.7,23.2,18.2,18,133,"B",21.9
63,44.5,25.6,16.7,12,108,"B",27
40,25.8,28.6,17,29,170,"B",21.6
26,26.7,32.7,14.1,44,172,"B",24
26,25.6,32.9,16.7,44,198,"B",21.9
32,22.3,32.4,15.5,40,125,"B",19.9
54,31.9,27.7,18,26,164,"B",26.6
43,27.2,26.7,15.6,31,160,"B",22
27,32.3,27.6,21.7,52,172,"B",23.3
27,19.7,31.4,22,32,150,"B",21.1
58,28.6,20.3,20.3,25,147,"B",21.6
25,32.6,27.2,19.1,51,170,"B",24.1
41,31.2,20.7,26.8,40,149,"B",21.6
58,27.8,22.7,18.5,26,128,"B",23.9
57,30.1,21.5,20.6,31,124,"B",22.5
21,26.7,27.3,18.8,32,175,"B",19
22,32.5,22.9,18,32,130,"B",20.8
56,37.7,26.7,24.1,16,102,"B",26.5
62,39.3,20.4,17,14,123,"B",22.5
31,19.4,29.1,14.2,29,176,"B",17.8
33,31.2,25,19.6,40,155,"B",23.5
43,25.4,22.4,16.4,31,143,"B",20.3
23,32.3,27.9,20.1,41,169,"B",27.6
23,22.8,28.5,20.6,48,163,"B",18.5
64,26.6,28.6,17.5,13,105,"B",20.2
55,34,18.4,25.3,25,119,"B",24
26,30.2,23.8,17,55,139,"B",20.4
31,26.2,24.3,14.7,46,183,"B",20.5
38,27.7,30.7,25,27,176,"B",21.9
37,31.6,22.7,16,27,172,"B",22.3
24,30.9,35,28.2,47,170,"B",26.2
51,20.9,18.8,18.5,20,137,"B",17
64,29,23.4,20.4,24,127,"B",21.4
31,19.8,33.6,16.8,26,156,"B",21.8
39,27.4,24.3,19,38,180,"B",21.2
53,27.6,23.8,23,35,159,"B",24.6
27,30.5,29.2,27,39,188,"B",25.4
31,18,25.1,24.3,33,181,"B",20.7
38,27.1,35.5,21.5,26,154,"B",21.7
60,40.6,26.8,21.8,12,122,"B",28.3
24,25.8,22.1,14.9,46,175,"B",18.9
29,31,28.6,24.7,41,159,"B",21.8
23,33.1,19.1,22.2,43,175,"B",22
64,28.2,24.2,31,25,105,"B",21.5
60,29,26.3,21.5,26,110,"B",20.5
61,38,26.5,17.8,24,144,"B",27.9
21,24.8,24.8,20.2,40,168,"B",18.2
39,22.6,24.8,27.1,43,161,"B",21.8
22,37.8,24.1,20.4,33,174,"B",24.3
31,29.4,27.5,19.8,33,168,"B",24.6
30,32.2,33.3,15.2,27,178,"B",23.9
51,24.8,25.8,19.2,22,142,"B",21.3
46,20,20.9,27.3,31,153,"B",17.9
59,28.3,26.6,18.7,24,150,"B",21.5
44,23.9,20.2,22.1,33,156,"B",17.9
23,20.9,27.8,17.5,49,150,"B",18
39,30.6,23.5,15.8,26,161,"B",21.2
21,37.8,25.2,22.2,39,163,"B",25.1
24,31.3,20.6,24.8,42,177,"B",25
32,27.4,24.9,15.6,26,162,"B",20
21,31.3,31.5,27.1,40,180,"B",24.4
23,27.6,27.3,21.1,30,161,"B",21.8
25,30.2,28.9,20.5,37,146,"B",23.1
36,23.4,24.8,15.5,43,168,"B",18.8
38,33.2,31.2,28.1,30,186,"B",22.7
60,41.2,17.8,22.8,24,147,"B",22.8
51,31.5,23.1,22,21,148,"B",20.6
33,28.9,23.2,13.8,30,158,"B",20.5
25,22.3,26.3,14.2,40,162,"B",18.5
23,23.7,23.6,18.8,38,137,"B",20.1
24,26.9,26.5,27.3,30,133,"B",19.5
27,22.3,30.1,15,45,181,"B",21.6
27,19.4,32.4,33.9,32,170,"B",19.6
21,30.2,24.7,18.1,35,156,"B",21.7
64,33,33.3,19.6,31,119,"B",24.2
50,19.6,22.8,26.5,19,140,"B",18.2
62,40.2,21.7,20.8,22,155,"B",25.8
30,20.8,26.3,26.5,27,153,"B",18.5
35,17.7,31.3,17.5,35,117,"B",20.6
36,28.8,25.3,16.2,42,174,"B",21.6
31,24.9,25.9,18,34,170,"B",19.5
62,41.1,21.3,23.2,23,133,"B",25.2
21,25.7,26.6,19.3,46,208,"B",21.4
21,24,17.4,17.4,32,175,"B",18.1
22,26.5,28.6,23.4,41,174,"B",22.2
45,33.4,23.7,20.4,22,132,"B",27
38,22.1,25.9,27.6,30,164,"B",20.7
44,33,26.9,21.3,30,150,"B",20.1
33,27.3,24.8,30.3,50,138,"B",19.7
21,26.1,25.1,14.9,56,177,"B",22.2
21,27.2,20.2,18.8,43,168,"B",19.1
31,26.5,25.4,16,34,192,"B",20.8
21,21.9,29.7,18.7,36,199,"B",20.2
34,28.2,25.4,17,35,150,"B",19.6
45,32.4,22.3,17.2,32,159,"B",22
26,24.6,23.8,14.8,29,158,"B",18.4
59,36.2,23.3,28.2,20,155,"B",23.6
48,28.7,25.9,15.5,28,159,"B",22
41,23.5,25.1,16,40,190,"B",21.8
25,25.3,23.4,24.7,37,182,"B",20
26,32.4,27.9,17.5,30,160,"B",22.2
64,34.8,31.6,19.6,25,157,"B",24.7
30,29.2,29.3,26.3,29,151,"B",23.5
60,33.5,39.1,17.6,17,117,"B",23.6
37,19,20.5,24.8,29,163,"B",18
23,23.8,28.6,18.9,40,195,"B",21.8
43,25.9,18.6,24.3,28,118,"B",20.8
52,26.2,24.4,24.3,24,125,"B",21.6
53,34.3,23.2,26.4,22,155,"B",23.7
53,26.7,25.3,16.7,20,138,"B",20.5
28,18.5,19.9,18.3,34,154,"B",19.6
28,22.3,28.4,24.3,39,186,"B",18.4
33,17.8,27.2,26,28,144,"B",20
31,36,35.2,21.2,34,170,"B",27.1
22,32.3,24.3,21.2,36,155,"B",26.2
24,21.1,18.9,22.7,42,178,"B",18.2
23,34.7,27.1,18.6,43,166,"B",23.7
62,29.9,25.7,18.8,20,141,"B",22.9
52,32.1,32.3,20.1,20,149,"B",24.6
53,39.2,24.8,19.4,19.4,136,"B",25.8
28,25.6,25.2,16.8,29,148,"B",19.8
22,30.2,25,17.1,36,137,"B",20.9
25,25,27.3,17.3,29,181,"B",21.9
55,32.5,20.7,16.1,20,135,"B",20.9
51,29.6,21.4,18,23,135,"B",22.4
28,24.4,26.3,20.4,40,166,"B",19.6
50,25.9,30.2,16.1,32,152,"B",20.8
28,20,25.5,15.7,53,160,"B",16.3
62,23.3,26.7,17.5,30,156,"B",20.9
24,27.5,26.2,18.4,44,186,"B",20.6
35,29.2,25.1,29.7,28,161,"B",20.6
53,28.1,25.5,26.3,26,150,"B",22.7
34,20.7,23.1,24.4,40,183,"B",17.8
21,26.4,19.2,30.3,37,177,"B",19.6
21,31.5,27.7,20.5,52,200,"B",23
35,32,26.7,21.1,25,141,"B",21.2
22,24.1,25.4,22.1,34,157,"B",22
29,30.7,20,17.3,44,154,"B",20.7
25,23.1,22.3,15.9,37,156,"B",19.5
53,39.2,28.4,19,19,149,"B",25.4
21,24.5,23.7,19.8,46,203,"B",22.5
37,31.1,23.7,21.1,42,160,"B",22.1
39,18.7,27,31.4,35,152,"B",18.9
57,18.4,25.2,20.8,16,144,"B",17
28,25.2,22.6,14.7,41,167,"B",21.1
56,32,24.9,17,22,132,"B",23.4
26,35.4,33.2,23.6,37,152,"B",27.6
56,25.8,25.4,24.5,16,122,"B",26.4
37,18.4,28.5,22.8,51,193,"B",20
47,24,30.2,26.7,26,158,"B",22.5
25,25.3,24,28.7,28,158,"B",20
62,34.7,30.6,22.2,24,147,"B",24
22,30.9,23.8,20.6,30,169,"B",21.5
60,31.7,24.1,17.3,16,124,"B",25.6
46,30.3,22.8,17.6,42,163,"B",20.3
24,34.3,29,20.6,37,145,"B",24.4
23,25.7,29.7,18.8,49,172,"B",21.7
62,32.8,22.9,16.5,14,125,"B",22.4
29,26.1,24,26,30,157,"B",23.1
61,27.6,29.3,16.3,28,142,"B",24.2
61,34.3,25.7,21,30,150,"B",24.1
50,36.6,30,23.2,19,137,"B",25
25,22.6,27.5,21.9,35,162,"B",21.1
47,31.4,31,16.9,36,175,"B",24
21,25,21.8,23.7,53,184,"B",19.8
32,26.2,29.1,24.6,30,159,"B",21.2
43,27.7,24.1,16.8,29,155,"B",19.1
62,37.2,28.1,26.6,21,110,"B",23.6
57,30.5,23.7,21.5,27,130,"B",21.9
60,24.6,10.2,18.8,23,139,"B",17.9
41,17.4,28.1,22.9,34,162,"B",20.1
23,28.3,29.5,18.7,47,192,"B",18.9
60,32.3,25.2,23,13,152,"B",24.8
24,27.3,31.5,24.2,41,153,"B",26.2
21,26.8,24.8,23.8,40,160,"B",22.7
21,23.8,24.8,19.4,47,195,"B",19
38,27.6,29.8,18.4,29,193,"B",21.5
28,23.5,21.5,28.5,37,161,"B",19.3
57,36.9,26.2,17.5,20,119,"B",23.7
22,22.6,30.7,18.9,48,172,"B",21.7
27,33.6,33.9,27.3,37,148,"B",27.9
40,35.6,39.1,16.7,39,154,"B",25.9
23,24.3,26.8,27.5,30,166,"B",19.3
21,25.3,21.6,24.8,46,200,"B",21.6
21,33.2,26.2,20.3,33,180,"B",22.6
27,29.3,29.1,20.5,40,168,"B",19.5
22,19.7,29.9,21.4,48,156,"B",21.2
21,24.3,30.2,27.5,37,186,"B",22.2
36,13.4,22.5,16.1,54,190,"B",19.5
35,24.7,29.1,21.4,40,155,"B",20.2
51,26.4,19.7,19.6,21,135,"B",20.5
27,30.3,23.7,23.1,50,177,"B",21.9
21,29.3,40.1,22.3,32,163,"B",19.3
24,24.1,30.8,33.3,35,183,"B",21.1
22,22.2,23.7,31.1,37,180,"B",20.9
23,25.2,35.8,18.3,45,174,"B",20.7
35,33.9,30.1,16.7,26,193,"B",28.4
33,32.6,28,19.6,25,134,"B",22.4
27,21.4,26.9,18,31,181,"B",21.6
49,25.2,24.7,16.4,24,138,"B",20
56,26.2,22.9,26.9,33,91,"B",21
55,35,22.8,19,33,158,"B",20.6
29,32.1,27.4,16.8,54,170,"B",22.1
45,27,26,18.7,35,160,"B",20.6
56,35.9,27.4,22,30,148,"B",23.8
24,23,26.8,23.7,47,198,"B",20.7
24,22.4,22.6,25.9,46,156,"B",19.1
45,35.8,26.4,21.2,22,133,"B",22
30,31.2,24.1,20,33,149,"B",19
63,34.6,25.8,16.3,14,113,"B",23.9
21,27.3,24.9,15.5,42,168,"B",22
24,28.6,26.1,14.9,45,169,"B",20.3
49,24.9,24.3,19.5,37,178,"B",20.8
61,34.2,23.3,19.1,29,130,"B",24.6
49,17.4,28,28.2,25,155,"B",17.1
23,28.9,23.7,15,50,165,"B",22.5
22,25.6,25.1,17.2,46,187,"B",18.3
23,15,26.7,15,35,152,"B",17.6
50,25.3,29,26,21,135,"B",19.6
21,22.1,25.8,18.6,39,176,"B",19.8
46,25.6,21.7,25.3,38,150,"B",21.1
45,25.3,31.3,19,34,153,"B",22.8
21,23.2,26.7,15.3,47,182,"B",21.6
37,28.2,33,17.4,42,179,"B",24.1
28,31.9,32.4,13.9,42,175,"B",23
21,34.2,26.6,16.8,50,164,"B",23.2
22,27.5,39.9,19.4,48,203,"B",23.2
23,32.3,22.2,32.2,50,178,"B",21.5
50,31.1,19.4,22.9,29,133,"B",23.3
37,14.4,26,28.9,33,165,"B",20
22,25.8,23.3,21.1,35,139,"B",21.1
22,26.6,32.5,15.1,47,163,"B",23.7
24,31.9,23.3,19.7,41,161,"B",21.7
48,16.3,32.4,26.6,68,190,"B",19.7
43,26,28,16,25,170,"B",22.7
30,30,28.7,16.4,43,176,"B",20.3
26,28.7,21.5,16,37,158,"B",21.2
39,32.1,25.6,15.4,27,132,"B",23.3
26,29.9,35,17.6,47,165,"B",21.7
25,25.4,28,15.8,32,156,"B",21.1
22,20.4,22.5,16.9,32,157,"B",18.3
47,22.7,17.1,20,25,144,"B",18.8
28,20,23.4,13.8,41,178,"B",17.3
39,28.9,28.3,15.3,29,150,"B",20.6
28,29.4,23.2,18.5,34,159,"B",20.8
47,26.4,26.3,14.8,23,148,"B",23.7
28,25.2,31.4,15.1,52,211,"B",21.6
48,26.6,31,16.9,36,141,"B",22
21,22.3,32.6,23.2,31,162,"B",18.4
26,32.2,33.7,14.2,49,185,"B",24.1
46,19.6,29.2,18.1,38,200,"B",20.8
25,35.2,28.3,19.3,44,134,"B",21.9
28,29.7,28.9,17,57,182,"B",19.5
24,26.4,23.4,21.6,35,161,"B",19.2
28,24.5,31.3,26.3,29,157,"B",22.1
62,27.4,20.9,23.3,38,115,"B",21.1
46,24,22.3,19.4,26,124,"B",20.5
22,26.1,29,19.3,48,172,"B",22.2
34,23.8,29,23.9,27,171,"B",20.1
61,26.1,29,21.5,19,155,"B",22.3
22,24.2,23.6,28.1,33,166,"B",16.8
21,25.9,26.1,20.1,33,114,"B",19.7
24,29.5,26.6,15.6,37,169,"B",21.7
48,24.7,26.8,22,27,143,"B",20.6
24,21.4,25.4,15.4,31,166,"B",19.5
56,38,26.8,19.9,21,101,"B",25
45,30.4,20.4,16.2,25,158,"B",23.2
50,21.5,23.4,20.3,32,166,"B",20.7
35,32.1,31.8,19.5,33,179,"B",27.3
40,17.9,31.7,29.8,26,192,"B",21.5
29,31.8,23,14,34,123,"B",23.7
38,34.7,23.8,18.5,30,162,"B",23.2
50,31,28.3,19.1,30,144,"B",20.9
61,21.4,29.2,18.9,20,165,"B",19.9
54,21.9,28.9,15.7,26,157,"B",18.2
22,25.8,23.4,18.2,37,166,"B",21.2
46,20.5,31.2,16,32,170,"B",22.6
52,25.7,25.5,24.7,45,167,"B",23.3
56,20,24.1,17.1,28,145,"B",19.7
52,32.6,30.6,22.8,25,143,"B",26.4
51,37.1,25.4,16.6,32,145,"B",26.2
63,28.9,27.6,19.4,23,142,"B",21.9
28,21.9,30.4,17.6,38,195,"B",20.9
22,27.2,19.9,27.4,38,144,"B",19.3
28,30.2,26.5,24.4,38,160,"B",21
27,23.5,23.3,20.2,44,154,"B",19.4
26,30.1,24.8,13.8,38,171,"B",21
22,23.7,28,28,34,164,"B",19.4
57,31,25.8,18.7,25,100,"B",23.8
60,28.8,16.9,25.8,44,156,"B",21.9
25,28.3,22.5,23.1,31,158,"B",20.5
22,26.9,20.5,22.4,31,168,"B",20.7
52,37,21.7,20.8,21,134,"B",22.8
29,26.2,22.3,19,31,172,"B",21.3
22,22.7,24.2,27.9,39,161,"B",25
27,22,38,26,47,162,"B",24.7
29,18.8,29.4,20,45,203,"B",22.4
26,19.02328,29.2,20.4,30,189,"B",20.4
29,21.8,22.4,16,42,170,"B",17.4
33,36.4,28.5,20.6,34,166,"B",24.9
36,25.8,27.2,19.3,30,162,"B",21.7
40,24.9,21.4,15.3,31,158,"B",20.3
33,25.2,34.6,14.2,31,175,"B",21.1
30,18.2,22.3,16.3,28,102,"B",18.9
29,27.2,30.2,18.5,49,198,"B",19.4
29,19.3,30.9,30.3,38,164,"B",20
58,35.4,30.6,20.1,22,120,"B",24
62,27.2,24.7,16.5,18,123,"B",19.7
43,22.5,23,20.3,50,174,"B",21.2
22,30.1,25.8,17.4,50,183,"B",21.8
22,30.1,27.6,15.9,47,163,"B",22.5
27,14.6,24.6,17.4,55,187,"B",20.4
21,28.2,32.2,23,47,189,"B",24
59,37.1,35.2,18.7,15,142,"B",24.7
21,31.9,27.7,24.8,42,149,"B",11.9
63,29.6,24,25.7,20,108,"B",21.2
37,31.8,22.1,20.9,34,149,"B",20.6
28,30.6,31.9,17.6,41,171,"B",22.6
23,30,31,26.6,40,155,"B",24.1
24,32.3,25.1,18.8,42,154,"B",23.4
60,25.1,20.4,20.9,13,147,"B",19.1
27,29,37.9,22,56,205,"B",25.2
24,21.2,35.3,17.9,51,196,"B",20.7
64,36.4,27.6,20.3,15,117,"B",28
23,28,39.5,23.6,58,195,"B",24
64,21.7,19.4,16.7,13,118,"B",18.7
60,24.6,26,25,33,95,"B",20.5
24,18.2,31.6,18.2,39,183,"B",21.2
47,32.4,21.4,15.5,26,155,"B",23.3
57,32.7,23.8,19.2,26,140,"B",24.2
49,32.6,28.3,22.3,32,140,"B",24.3
55,33.3,21.9,21.3,21,141,"B",22
24,23.1,19.6,14.9,32,138,"B",20.4
60,32.2,25.8,18.2,30,131,"B",23.3
62,30,25.2,22.5,20,108,"B",21.5
24,28.8,25.2,27.7,45,180,"B",21.2
48,34,27,26.5,40,163,"B",24.9
37,34.9,33.1,16.6,40,169,"B",26
22,23.8,28.2,22.5,47,168,"B",18.6
22,26.7,23.4,19.9,36,205,"B",21
27,27.6,22.7,20.8,41,163,"B",18.2
23,15.7,39.8,27.4,52,200,"B",20.6
23,29.5,29.6,15.2,46,177,"B",21.7
29,28.5,22.3,20.4,32,161,"B",20.6
62,24.5,27.1,21.5,14,107,"B",19.3
43,22.3,26.8,18.7,36,167,"B",19.3
55,25.7,29.7,17.5,31,154,"B",26.3
26,30.9,29.1,17.6,39,160,"B",24.6
63,34,22.3,21.9,15,124,"B",20.7
21,35.2,27,19.2,50,182,"B",21.5
40,33.2,28.1,18,35,111,"B",23.9
53,29.8,21.2,18.7,30,135,"B",20.5
21,19.7,30.1,18.9,46,182,"B",20.5
24,21.6,37.5,19,40,155,"B",21.1
34,20.2,24.8,19.1,42,158,"B",20.1
24,30.6,27.2,28.8,39,148,"B",23.2
28,21.6,27.3,14.9,37,193,"B",19.8
48,32.7,24,21.9,22,180,"B",22.4
56,32.9,24.1,17.6,17,142,"B",22.6
21,29.2,24.4,16.2,34,164,"B",21
39,24,24.9,17.9,34,159,"B",18.6
28,34.4,32.4,23,41,171,"B",22.7
52,23.9,15.5,21,27,148,"B",22.1
62,23,21.2,20.5,16,96,"B",22.3
21,21.4,30.2,19.1,33,174,"B",18.2
55,29.7,21.8,22.5,31,118,"B",21.9
22,26.6,23.1,23.6,38,167,"B",17.2
26,24.3,27,24.7,39,167,"B",18.8
26,23.3,21.9,24.4,38,179,"B",16.5
58,33.1,20.8,15.8,20,164,"B",23.2
24,17.2,30,17.2,37,155,"B",19.1
51,30.6,24.6,19.5,28,140,"B",21.5
28,27.9,29.4,22.3,46,173,"B",21.5
61,25.7,26.1,24.3,28,101,"B",22.6
61,30.3,24,21.7,18,148,"B",21.4
41,28.6,23.7,20.1,25,158,"B",23.7
60,26.2,22.5,21.6,13,124,"B",23.5
56,39.2,12.6,17,27,109,"B",22
25,22.8,27.2,21.8,35,172,"B",17.7
23,19.5,29,21.6,39,151,"B",19
26,27.2,28.9,17.3,33,173,"B",20.8
21,17.8,25.2,24.4,33,163,"B",17.9
62,28.5,25.9,26.6,16,131,"B",22.9
48,28.3,23.8,20,26,148,"B",19.9
57,34.1,28.5,21,23,135,"B",25.8
55,27.9,17.8,21.5,24,145,"B",21.9
55,37.4,22.2,19.1,25,163,"B",24.9
52,31,26.9,20,27,120,"B",24.3
24,30.6,31.9,20.2,41,186,"B",24.4
21,25.9,32.6,19,41,200,"B",25.1
22,22.2,23.4,24.1,40,166,"B",20.7
24,26.9,25.6,24,46,150,"B",21.7
38,16.8,26,15.8,44,163,"B",20.2
22,27.4,22.3,19.1,50,172,"B",19.3
47,24.1,28.1,17.5,32,175,"B",23.7
28,23.4,28.4,23.4,37,164,"B",20.9
28,38.2,32.6,19.1,48,146,"B",25.5
23,28.6,20.6,20.2,31,176,"B",22.4
44,18.1,32,16.1,47,167,"B",22.1
23,20,28.8,25.5,37,158,"B",20.8
52,30.4,23.7,16.2,25,142,"B",25.1
39,29,21,25.8,33,159,"B",19.6
56,30.7,24.8,20.8,19,160,"B",20.8
25,22.1,27.4,15.3,45,180,"B",20.7
21,28.3,20.3,18.8,46,203,"B",21.9
22,22.7,34.5,18.3,52,202,"B",21.7
23,33.7,27.6,27.9,43,167,"B",23.8
27,20.2,30.3,28.3,30,162,"B",20.4
53,23.9,21.1,16.3,22,142,"B",20.2
62,36,23.9,19.5,13,136,"B",24.4
62,32.7,24.4,21.2,15,131,"B",23.8
25,21.7,29.1,21,30,165,"B",19.9
59,36.5,20.8,21.1,20,145,"B",22.8
58,36.8,24.9,19.9,25,151,"B",29.1
22,23.2,24.4,20.4,32,185,"B",19.6
40,23.6,25.9,26.1,41,183,"B",23
21,20.9,29.4,16.4,48,158,"B",22.4
24,27.2,24.3,23.3,53,198,"B",21.8
51,33.5,27.5,20.5,27,97,"B",22.3
22,27.8,34.4,17.4,34,160,"B",21.4
43,26,24.1,20.8,33,146,"B",22
31,28.9,20,20,32,141,"B",19.5
34,27.1,32.3,27.7,40,181,"B",21.2
47,32.1,23.5,20.4,25,147,"B",23
50,26.7,22,17.1,38,149,"B",19.4
58,30.5,27.2,16.5,17,141,"B",24.2
28,19.2,22.3,19.2,49,152,"B",21.4
42,22.7,23.8,19.5,29,153,"B",20.4
24,27.2,24,15.9,31,150,"B",20
22,33,29.7,19,30,183,"B",22.7
25,22.8,21,15.9,30,145,"B",17.6
23,28.1,26.7,15.2,43,153,"B",22.5
27,22.5,24.1,20.1,29,158,"B",20.1
23,36.6,25.5,20,45,189,"B",22.9
51,23.7,20.7,16.7,20,156,"B",21.1
25,30.4,22.4,18.8,35,172,"B",23.7
22,23.7,24.5,17.5,31,161,"B",20.1
22,24.6,31,23.6,43,181,"B",21
26,26,22.2,15.6,40,184,"B",19.1
56,32.5,21.5,21.4,18,152,"B",21.6
49,20.9,25.4,29,29,140,"B",19.8
23,23,25.8,20.8,31,176,"B",18.7
21,33,28.8,27.2,37,187,"B",23.8
22,26.4,29.3,25.9,40,171,"B",20.9
28,34,30.2,25.1,35,160,"B",27.7
43,24.5,26,15.1,47,196,"B",22.9
21,33.8,24.6,25.3,50,193,"B",24.6
24,21.2,17.7,26.6,53,165,"B",20
32,16.3,26.5,15.3,32,158,"B",19.1
39,19.1,32.7,18.6,40,148,"B",19.4
38,35,29.4,22.4,28,134,"B",26.8
21,26,25.6,24,33,183,"B",20.5
37,21.9,29,20.1,25,173,"B",20.2
62,27.9,20.5,23.9,22,149,"B",22.6
21,21.4,34.4,15.4,53,182,"B",20.1
30,24.8,36.1,27.4,30,198,"B",22.6
21,21.9,30.3,17.3,41,172,"B",21
23,15.5,23.7,15.2,32,165,"B",18.9
56,30.4,18,18.2,18,142,"B",21
57,34.2,27.9,16.5,16,113,"B",23.3
